taille_necrose;experiment;oiv;surface_necrosee;necrose;densite_sporulation;sheet;sporulation;image_name;colonne;ligne
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P29;4;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P29;4;c
;Exp16DM02_inoc1_saisie;5;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P30;1;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P30;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P30;1;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P30;2;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P30;2;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P30;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P30;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P30;3;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P30;3;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P30;4;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P30;4;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P30;4;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;1;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;1;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;2;a
5;Exp16DM02_inoc1_saisie;7;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P31;2;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P31;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P31;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P31;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P31;3;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;4;a
;Exp16DM02_inoc1_saisie;5;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P31;4;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P31;4;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P32;1;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P32;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P32;1;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P32;2;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P32;2;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P32;2;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P32;3;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P32;3;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P32;3;c
3;Exp16DM02_inoc1_saisie;7;3;1;7;fichier total;1;Exp16DM02_inoc1_T6_P32;4;a
3;Exp16DM02_inoc1_saisie;5;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P32;4;b
3;Exp16DM02_inoc1_saisie;7;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P32;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P33;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P33;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P33;1;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P33;2;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P33;2;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P33;2;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P33;3;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P33;3;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P33;3;c
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P33;4;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P33;4;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P33;4;c
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;1;a
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;1;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;1;c
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;2;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P34;2;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P34;2;c
3;Exp16DM02_inoc1_saisie;5;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P34;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P34;3;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P34;4;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P34;4;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P34;4;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;1;a
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P35;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;1;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P35;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P35;2;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P35;2;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P35;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P35;3;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;4;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;4;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P35;4;c
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P36;1;a
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P36;1;b
;Exp16DM02_inoc1_saisie;7;;0;9;fichier total;1;Exp16DM02_inoc1_T6_P36;1;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;2;a
;Exp16DM02_inoc1_saisie;5;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;2;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P36;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P36;3;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;3;c
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P36;4;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;4;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P36;4;c
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;1;a
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;1;b
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;1;c
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;2;a
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;2;b
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;2;c
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;3;a
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;3;b
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P10;3;c
7;Exp16DM02_inoc1_saisie;9;9;1;;fichier total;0;Exp16DM02_inoc1_T6_P10;4;a
7;Exp16DM02_inoc1_saisie;7;9;1;9;fichier total;1;Exp16DM02_inoc1_T6_P10;4;b
7;Exp16DM02_inoc1_saisie;7;9;1;9;fichier total;1;Exp16DM02_inoc1_T6_P10;4;c
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P11;1;a
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P11;1;b
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P11;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P11;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P11;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P11;2;c
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P11;3;a
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P11;3;b
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P11;3;c
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;1;a
;Exp16DM02_inoc1_saisie;1;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;1;b
;Exp16DM02_inoc1_saisie;1;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;1;c
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;2;a
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;2;b
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P12;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P12;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P12;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P12;3;c
7;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P12;4;a
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P12;4;b
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P12;4;c
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P13;1;a
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P13;1;b
9;Exp16DM02_inoc1_saisie;9;7;1;;fichier total;0;Exp16DM02_inoc1_T6_P13;1;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P13;2;a
5;Exp16DM02_inoc1_saisie;7;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P13;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P13;2;c
;Exp16DM02_inoc1_saisie;3;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P13;3;a
;Exp16DM02_inoc1_saisie;3;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P13;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P13;3;c
;Exp16DM02_inoc1_saisie;1;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;1;a
;Exp16DM02_inoc1_saisie;1;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;1;b
;Exp16DM02_inoc1_saisie;1;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;1;c
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;2;a
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;2;b
;Exp16DM02_inoc1_saisie;3;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P14;2;c
5;Exp16DM02_inoc1_saisie;5;7;1;3;fichier total;1;Exp16DM02_inoc1_T6_P14;3;a
5;Exp16DM02_inoc1_saisie;5;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P14;3;b
5;Exp16DM02_inoc1_saisie;5;9;1;5;fichier total;1;Exp16DM02_inoc1_T6_P14;3;c
7;Exp16DM02_inoc1_saisie;7;9;1;9;fichier total;1;Exp16DM02_inoc1_T6_P14;4;a
7;Exp16DM02_inoc1_saisie;7;9;1;9;fichier total;1;Exp16DM02_inoc1_T6_P14;4;b
7;Exp16DM02_inoc1_saisie;7;9;1;9;fichier total;1;Exp16DM02_inoc1_T6_P14;4;c
9;Exp16DM02_inoc1_saisie;9;9;1;;fichier total;0;Exp16DM02_inoc1_T6_P15;1;a
9;Exp16DM02_inoc1_saisie;9;9;1;;fichier total;0;Exp16DM02_inoc1_T6_P15;1;b
9;Exp16DM02_inoc1_saisie;9;9;1;;fichier total;0;Exp16DM02_inoc1_T6_P15;1;c
5;Exp16DM02_inoc1_saisie;7;5;1;9;fichier total;1;Exp16DM02_inoc1_T6_P15;2;a
5;Exp16DM02_inoc1_saisie;7;5;1;9;fichier total;1;Exp16DM02_inoc1_T6_P15;2;b
5;Exp16DM02_inoc1_saisie;7;5;1;9;fichier total;1;Exp16DM02_inoc1_T6_P15;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P15;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P15;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P15;3;c
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P37;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;1;b
;Exp16DM02_inoc1_saisie;5;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P37;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;3;a
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P37;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P37;3;c
3;Exp16DM02_inoc1_saisie;7;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P37;4;a
3;Exp16DM02_inoc1_saisie;7;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P37;4;b
3;Exp16DM02_inoc1_saisie;5;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P37;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;1;b
;Exp16DM02_inoc1_saisie;3;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;1;c
5;Exp16DM02_inoc1_saisie;5;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P38;2;a
5;Exp16DM02_inoc1_saisie;5;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P38;2;b
5;Exp16DM02_inoc1_saisie;5;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P38;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;3;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P38;3;c
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P38;4;a
7;Exp16DM02_inoc1_saisie;7;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P38;4;b
7;Exp16DM02_inoc1_saisie;7;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P38;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P39;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P39;1;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P39;1;c
7;Exp16DM02_inoc1_saisie;7;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P39;2;a
7;Exp16DM02_inoc1_saisie;7;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P39;2;b
7;Exp16DM02_inoc1_saisie;7;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P39;2;c
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P39;3;a
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P39;3;b
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P39;3;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P39;4;a
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P39;4;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P39;4;c
7;Exp16DM02_inoc1_saisie;7;7;1;9;fichier total;1;Exp16DM02_inoc1_T6_P40;1;a
7;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P40;1;b
7;Exp16DM02_inoc1_saisie;5;9;1;5;fichier total;1;Exp16DM02_inoc1_T6_P40;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P40;3;c
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P40;4;a
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P40;4;b
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P40;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P41;1;a
;Exp16DM02_inoc1_saisie;5;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P41;1;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P41;1;c
5;Exp16DM02_inoc1_saisie;7;5;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;2;a
7;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;2;b
7;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P41;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P41;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P41;3;c
3;Exp16DM02_inoc1_saisie;5;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;4;a
3;Exp16DM02_inoc1_saisie;5;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;4;b
3;Exp16DM02_inoc1_saisie;5;3;1;5;fichier total;1;Exp16DM02_inoc1_T6_P41;4;c
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P42;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;1;b
;Exp16DM02_inoc1_saisie;5;;0;3;fichier total;1;Exp16DM02_inoc1_T6_P42;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;2;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;2;c
7;Exp16DM02_inoc1_saisie;7;7;1;9;fichier total;1;Exp16DM02_inoc1_T6_P42;3;a
7;Exp16DM02_inoc1_saisie;7;7;1;9;fichier total;1;Exp16DM02_inoc1_T6_P42;3;b
7;Exp16DM02_inoc1_saisie;7;7;1;9;fichier total;1;Exp16DM02_inoc1_T6_P42;3;c
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;4;a
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;4;b
;Exp16DM02_inoc1_saisie;7;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P42;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;1;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;3;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;3;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;3;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;4;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P43;4;b
;Exp16DM02_inoc1_saisie;7;;0;7;fichier total;1;Exp16DM02_inoc1_T6_P43;4;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;1;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;1;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;2;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P44;3;a
5;Exp16DM02_inoc1_saisie;5;7;1;5;fichier total;1;Exp16DM02_inoc1_T6_P44;3;b
3;Exp16DM02_inoc1_saisie;7;5;1;7;fichier total;1;Exp16DM02_inoc1_T6_P44;3;c
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P44;4;a
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P44;4;b
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P44;4;c
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P45;1;a
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P45;1;b
7;Exp16DM02_inoc1_saisie;7;7;1;7;fichier total;1;Exp16DM02_inoc1_T6_P45;1;c
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P45;2;a
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P45;2;b
;Exp16DM02_inoc1_saisie;5;;0;5;fichier total;1;Exp16DM02_inoc1_T6_P45;2;c
